record_no,iso_code,geo_reg,year,population,gdp,co2,co2_growth_prct,co2_growth_abs,consumption_co2,trade_co2,trade_co2_share,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita
1987,IRL,Ireland,2010,4554000,223000000000.0,41.74800000000001,-1.023,-0.4320000000000001,48.592,6.8439999999999985,16.393,9.167,10.67,0.126,1845.677,0.187,0.218,1.105,8.382,0.0,11.367,20.272,0.622,0.243,1.84,0.0,2.496,4.4510000000000005
1988,IRL,Ireland,2011,4591000,224000000000.0,38.052,-8.852,-3.696,46.901,8.849,23.254,8.288,10.216,0.111,1883.729,0.17,0.209,0.966,8.311,0.0,9.851,18.362,0.562,0.21,1.81,0.0,2.146,4.0
1989,IRL,Ireland,2012,4608000,220000000000.0,38.21,0.414,0.157,45.776,7.567,19.803,8.292,9.934,0.11,1921.939,0.174,0.208,1.177,9.622,0.0,9.524,17.442,0.444,0.255,2.088,0.0,2.067,3.785
2004,ISR,Israel,2007,6847000,199000000000.0,62.8,1.047,0.6509999999999999,77.842,15.042,23.952,9.172,11.369000000000002,0.201,1550.3339999999996,0.316,0.391,2.271,30.309,0.0,5.089,25.131,0.0,0.332,4.427,0.0,0.743,3.67
2005,ISR,Israel,2008,7021000,200000000000.0,67.98,8.249,5.18,83.0,15.02,22.094,9.682,11.822,0.213,1618.314,0.34,0.415,2.171,29.585,0.0,7.017,29.207,0.0,0.309,4.214,0.0,0.999,4.16
2006,ISR,Israel,2009,7190000,211000000000.0,63.861,-6.059,-4.119,76.285,12.424,19.455,8.882,10.61,0.203,1682.175,0.303,0.362,1.815,27.088,0.0,7.822999999999999,27.136,0.0,0.252,3.767,0.0,1.088,3.774
2007,ISR,Israel,2010,7346000,217000000000.0,68.28699999999999,6.931,4.426,82.59700000000002,14.31,20.956,9.296,11.244000000000002,0.206,1750.4620000000002,0.315,0.381,2.023,28.07,0.0,10.08,28.114,0.0,0.275,3.821,0.0,1.372,3.827
2008,ISR,Israel,2011,7487000,221000000000.0,68.595,0.451,0.308,84.62200000000001,16.027,23.365,9.162,11.303,0.201,1819.056,0.31,0.383,2.251,29.001,0.0,9.343,28.0,0.0,0.301,3.873,0.0,1.248,3.74
2009,ISR,Israel,2012,7615000,229000000000.0,74.785,9.024,6.19,90.148,15.363,20.544,9.821,11.838,0.215,1893.841,0.327,0.394,2.252,32.575,0.0,4.814,35.143,0.0,0.29600000000000004,4.2780000000000005,0.0,0.632,4.615
2024,ITA,Italy,2007,58748000,2090000000000.0,487.693,-1.501,-7.431,622.784,135.09,27.7,8.301,10.601,1.558,19754.959,0.233,0.298,17.914,69.14699999999999,2.526,162.024,230.164,5.919,0.305,1.177,0.043,2.758,3.918
2025,ITA,Italy,2008,58922000,2110000000000.0,476.23,-2.351,-11.463,621.7869999999998,145.55700000000004,30.564,8.082,10.553,1.491,20231.189,0.226,0.295,16.127,67.10600000000001,2.596,165.515,219.463,5.422999999999999,0.274,1.139,0.044,2.809,3.725
2026,ITA,Italy,2009,59106000,2060000000000.0,422.624,-11.255999999999998,-53.606,548.257,125.633,29.727,7.15,9.276,1.3430000000000002,20653.814,0.205,0.266,13.341,51.648,2.232,152.645,198.787,3.971,0.226,0.8740000000000001,0.038,2.583,3.363
2027,ITA,Italy,2010,59325000,2050000000000.0,433.6880000000001,2.6180000000000003,11.064,576.732,143.04399999999995,32.983000000000004,7.31,9.722,1.3090000000000002,21087.502,0.212,0.281,13.276,56.988,2.377,163.084,193.841,4.122,0.224,0.961,0.04,2.749,3.267
2028,ITA,Italy,2011,59589000,2090000000000.0,422.039,-2.6860000000000004,-11.649,575.889,153.85,36.454,7.082999999999998,9.664,1.234,21509.541,0.202,0.276,12.583,64.285,2.615,151.9,186.479,4.178,0.211,1.079,0.044,2.549,3.129
2029,ITA,Italy,2012,59879000,2090000000000.0,401.555,-4.854,-20.485,519.852,118.297,29.46,6.706,8.682,1.155,21911.096,0.192,0.249,10.071,65.938,2.528,146.834,172.43599999999995,3.748,0.168,1.101,0.042,2.452,2.88
2044,JAM,Jamaica,2007,2768000,19472650240.0,10.749,-7.152,-0.828,14.465,3.716,34.572,3.883,5.226,0.034,346.6430000000001,0.552,0.743,0.27,0.095,0.0,0.0,10.384,0.0,0.098,0.034,0.0,0.0,3.751
2045,JAM,Jamaica,2008,2782000,19110465536.0,10.78,0.28300000000000003,0.03,14.103,3.324,30.834,3.875,5.07,0.034,357.423,0.564,0.738,0.301,0.128,0.0,0.0,10.351,0.0,0.108,0.046,0.0,0.0,3.721
2046,JAM,Jamaica,2009,2796000,20201742336.0,7.934,-26.4,-2.846,8.86,0.926,11.673,2.838,3.169,0.025,365.357,0.393,0.439,0.386,0.136,0.0,0.0,7.412000000000001,0.0,0.138,0.048,0.0,0.0,2.651
2047,JAM,Jamaica,2010,2810000,20343263232.0,7.677,-3.233,-0.256,9.58,1.903,24.781,2.732,3.409,0.023,373.034,0.377,0.471,0.327,0.114,0.0,0.0,7.2360000000000015,0.0,0.116,0.04,0.0,0.0,2.575
2048,JAM,Jamaica,2011,2826000,20487528448.0,8.256,7.532999999999999,0.578,11.019,2.763,33.474000000000004,2.9210000000000003,3.899,0.024,381.29,0.403,0.5379999999999999,0.327,0.213,0.0,0.0,7.716,0.0,0.116,0.075,0.0,0.0,2.73
2049,JAM,Jamaica,2012,2842000,20149080064.0,7.9129999999999985,-4.152,-0.343,10.589,2.676,33.817,2.784,3.726,0.023,389.203,0.393,0.526,0.339,0.194,0.0,0.0,7.379,0.0,0.119,0.068,0.0,0.0,2.597
2064,JPN,Japan,2007,128494000,4610000000000.0,1302.524,2.818,35.696,1512.41,209.886,16.114,10.137,11.77,4.162,49972.987,0.28300000000000003,0.328,30.658,444.773,0.616,209.122,606.923,10.432,0.239,3.4610000000000003,0.005,1.6269999999999998,4.723
2065,JPN,Japan,2008,128539000,4510000000000.0,1231.91,-5.421,-70.615,1485.19,253.281,20.56,9.584,11.554,3.856,51204.89599999999,0.273,0.329,28.553,426.09,0.565,204.485,562.497,9.72,0.222,3.315,0.004,1.591,4.376
2066,JPN,Japan,2009,128555000,4310000000000.0,1162.648,-5.622000000000001,-69.262,1360.5320000000004,197.884,17.02,9.044,10.583,3.695,52367.544,0.27,0.316,25.308000000000003,411.067,0.501,202.177,515.34,8.255,0.197,3.198,0.004,1.5730000000000002,4.009
2067,JPN,Japan,2010,128542000,4520000000000.0,1214.069,4.423,51.42100000000001,1426.152,212.084,17.469,9.445,11.095,3.664,53581.613,0.269,0.316,24.321,445.74,0.475,213.342,520.99,9.201,0.189,3.468,0.004,1.66,4.053
2068,JPN,Japan,2011,128499000,4460000000000.0,1264.155,4.126,50.087,1516.65,252.495,19.973,9.838,11.803,3.695,54845.768,0.28300000000000003,0.34,24.983,430.271,0.477,247.923,551.623,8.877,0.194,3.3480000000000003,0.004,1.929,4.293
2069,JPN,Japan,2012,128424000,4470000000000.0,1305.433,3.265,41.278,1554.314,248.882,19.065,10.165,12.103,3.756,56151.2,0.292,0.348,25.625,449.807,0.49,257.022,563.586,8.902999999999997,0.2,3.503,0.004,2.001,4.388
2084,JOR,Jordan,2007,6255000,41748021248.0,21.437,4.431,0.91,25.847,4.41,20.573,3.427,4.132,0.069,391.909,0.513,0.619,1.541,0.0,0.0,5.506,14.39,0.0,0.246,0.0,0.0,0.88,2.301
2085,JOR,Jordan,2008,6556000,54538596352.0,20.718000000000004,-3.354,-0.7190000000000001,27.297,6.579,31.756,3.16,4.164,0.065,412.627,0.38,0.501,1.5659999999999998,0.0,0.0,6.2360000000000015,12.916,0.0,0.239,0.0,0.0,0.951,1.97
2086,JOR,Jordan,2009,6893000,64534372352.0,21.336,2.985,0.618,29.398000000000003,8.062000000000001,37.783,3.095,4.265,0.068,433.963,0.331,0.456,1.393,0.0,0.0,7.061,12.883,0.0,0.202,0.0,0.0,1.024,1.869
2087,JOR,Jordan,2010,7262000,67070615552.0,20.614,-3.384,-0.722,27.18,6.566,31.85,2.839,3.743,0.062,454.577,0.307,0.405,1.408,0.0,0.0,5.2360000000000015,13.970999999999998,0.0,0.194,0.0,0.0,0.721,1.924
2088,JOR,Jordan,2011,7663000,76264087552.0,21.244,3.053,0.629,28.073,6.83,32.149,2.772,3.664,0.062,475.821,0.279,0.368,0.997,0.0,0.0,1.997,18.25,0.0,0.13,0.0,0.0,0.261,2.382
2089,JOR,Jordan,2012,8090000,82091900928.0,23.813,12.095,2.569,27.604,3.791,15.92,2.944,3.412,0.069,499.634,0.29,0.336,1.411,0.0,0.0,1.509,20.893,0.0,0.174,0.0,0.0,0.187,2.583
2104,KAZ,Kazakhstan,2007,15702000,229000000000.0,227.961,2.8480000000000003,6.312,191.749,-36.213,-15.885,14.518,12.212,0.728,10064.812,0.995,0.8370000000000001,0.597,126.6,16.523,24.973000000000006,55.496,3.773,0.038,8.062999999999999,1.052,1.59,3.534
2105,KAZ,Kazakhstan,2008,15862000,264000000000.0,229.096,0.498,1.135,181.179,-47.917,-20.916,14.443,11.422,0.7170000000000001,10293.909,0.868,0.6859999999999999,0.984,123.123,17.01,31.137,52.865,3.977,0.062,7.762,1.072,1.963,3.333
2106,KAZ,Kazakhstan,2009,16043000,254000000000.0,224.146,-2.161,-4.9510000000000005,168.41400000000004,-55.732,-24.864,13.972,10.498,0.7120000000000001,10518.053999999998,0.882,0.6629999999999999,0.933,133.442,16.209,30.999,39.554,3.009,0.058,8.318,1.01,1.932,2.466
2107,KAZ,Kazakhstan,2010,16252000,296000000000.0,250.897,11.935,26.751,158.308,-92.589,-36.903,15.438,9.741,0.757,10768.951,0.848,0.535,1.025,143.275,16.495,35.478,51.747,2.8760000000000003,0.063,8.816,1.015,2.1830000000000003,3.184
2108,KAZ,Kazakhstan,2011,16491000,360000000000.0,240.651,-4.084,-10.246,148.31,-92.342,-38.372,14.593,8.993,0.703,11009.602,0.6679999999999999,0.412,1.0659999999999998,140.174,16.514,39.972,39.956,2.969,0.065,8.5,1.001,2.424,2.423
2109,KAZ,Kazakhstan,2012,16752000,376000000000.0,246.75,2.5340000000000003,6.099,176.035,-70.71600000000002,-28.659,14.73,10.508,0.71,11256.353,0.6559999999999999,0.468,2.321,151.305,16.577,35.277,39.213,2.057,0.139,9.032,0.99,2.106,2.341
2124,KEN,Kenya,2007,38706000,83736363008.0,9.54,2.1830000000000003,0.204,14.509,4.9689999999999985,52.083,0.246,0.375,0.03,279.565,0.114,0.173,0.985,0.4,0.0,0.0,8.156,0.0,0.025,0.01,0.0,0.0,0.211
2125,KEN,Kenya,2008,39792000,87540162560.0,9.912,3.892,0.371,15.235,5.323,53.706,0.249,0.383,0.031,289.4770000000001,0.113,0.174,1.089,0.41,0.0,0.0,8.413,0.0,0.027000000000000003,0.01,0.0,0.0,0.211
2126,KEN,Kenya,2009,40902000,93923098624.0,11.968,20.743,2.056,18.4,6.432,53.744,0.293,0.45,0.038,301.444,0.127,0.196,1.28,0.366,0.0,0.0,10.321,0.0,0.031,0.009000000000000001,0.0,0.0,0.252
2127,KEN,Kenya,2010,42031000,104000000000.0,11.746,-1.853,-0.222,17.778,6.032,51.356,0.279,0.423,0.035,313.19,0.113,0.171,1.432,0.627,0.0,0.0,9.688,0.0,0.034,0.015,0.0,0.0,0.23
2128,KEN,Kenya,2011,43178000,114000000000.0,12.928,10.064,1.182,19.447,6.519,50.425,0.299,0.45,0.038,326.118,0.113,0.171,1.713,1.015,0.0,0.0,10.201,0.0,0.04,0.024,0.0,0.0,0.236
2129,KEN,Kenya,2012,44343000,121000000000.0,11.987,-7.28,-0.941,19.663,7.676,64.039,0.27,0.443,0.034,338.105,0.099,0.163,1.794,0.909,0.0,0.0,9.285,0.0,0.04,0.02,0.0,0.0,0.209
2144,KIR,Kiribati,2007,97000,0.0,0.059,-11.111,-0.006999999999999999,0.0,0.0,0.0,0.604,0.0,0.0,1.3119999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.604
2145,KIR,Kiribati,2008,99000,0.0,0.066,12.5,0.006999999999999999,0.0,0.0,0.0,0.6659999999999999,0.0,0.0,1.378,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.6659999999999999
2146,KIR,Kiribati,2009,101000,0.0,0.055,-16.667,-0.011,0.0,0.0,0.0,0.544,0.0,0.0,1.433,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.544
2147,KIR,Kiribati,2010,103000,0.0,0.059,6.667000000000002,0.004,0.0,0.0,0.0,0.569,0.0,0.0,1.491,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.569
2148,KIR,Kiribati,2011,105000,0.0,0.055,-6.25,-0.004,0.0,0.0,0.0,0.523,0.0,0.0,1.546,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.523
2149,KIR,Kiribati,2012,106000,0.0,0.051,-6.667000000000002,-0.004,0.0,0.0,0.0,0.484,0.0,0.0,1.598,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.484
2157,OWID_KOS,Kosovo,2008,0,0.0,7.387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023,7.387,0.0,0.0,0.231,5.5139999999999985,0.0,0.0,1.641,0.0,0.0,0.0,0.0,0.0,0.0
2158,OWID_KOS,Kosovo,2009,0,0.0,8.13,10.069,0.7440000000000001,0.0,0.0,0.0,0.0,0.0,0.026,15.517,0.0,0.0,0.194,6.2620000000000005,0.0,0.0,1.6740000000000002,0.0,0.0,0.0,0.0,0.0,0.0
2159,OWID_KOS,Kosovo,2010,0,0.0,8.372,2.974,0.242,0.0,0.0,0.0,0.0,0.0,0.025,23.889,0.0,0.0,0.161,6.614,0.0,0.0,1.598,0.0,0.0,0.0,0.0,0.0,0.0
2160,OWID_KOS,Kosovo,2011,0,0.0,8.31,-0.7440000000000001,-0.062,0.0,0.0,0.0,0.0,0.0,0.024,32.199,0.0,0.0,0.161,6.408,0.0,0.0,1.74,0.0,0.0,0.0,0.0,0.0,0.0
2161,OWID_KOS,Kosovo,2012,0,0.0,7.874,-5.247000000000001,-0.436,0.0,0.0,0.0,0.0,0.0,0.023,40.073,0.0,0.0,0.205,6.046,0.0,0.0,1.622,0.0,0.0,0.0,0.0,0.0,0.0
2176,KWT,Kuwait,2007,2504000,214000000000.0,74.875,2.024,1.486,68.663,-6.2120000000000015,-8.296,29.902,27.421,0.239,1705.731,0.35,0.321,0.7959999999999999,0.0,0.48,25.539,48.059,0.0,0.318,0.0,0.192,10.199,19.193
2177,KWT,Kuwait,2008,2656000,254000000000.0,82.29799999999999,9.915,7.422999999999999,73.502,-8.797,-10.689,30.986,27.674,0.258,1788.03,0.324,0.289,0.932,0.0,0.385,26.619,54.363,0.0,0.35100000000000003,0.0,0.145,10.022,20.468
2178,KWT,Kuwait,2009,2821000,186000000000.0,86.955,5.658,4.657,72.553,-14.402,-16.563,30.824,25.719,0.276,1874.985,0.467,0.39,0.7190000000000001,0.0,0.385,24.102,61.749,0.0,0.255,0.0,0.136,8.544,21.889
2179,KWT,Kuwait,2010,2992000,203000000000.0,89.272,2.665,2.317,74.807,-14.465,-16.203,29.837,25.002,0.269,1964.257,0.44,0.369,0.7170000000000001,0.0,0.418,28.132,60.005,0.0,0.24,0.0,0.14,9.402,20.055
2180,KWT,Kuwait,2011,3168000,260000000000.0,86.26299999999998,-3.3710000000000004,-3.01,70.28,-15.983,-18.528,27.229,22.184,0.252,2050.52,0.332,0.27,0.7959999999999999,0.0,0.418,32.857,52.191,0.0,0.251,0.0,0.132,10.372,16.475
2181,KWT,Kuwait,2012,3349000,295000000000.0,100.073,16.01,13.81,75.205,-24.868,-24.85,29.881,22.456,0.28800000000000003,2150.592,0.339,0.255,0.8340000000000001,0.0,0.436,34.731,64.072,0.0,0.249,0.0,0.13,10.371,19.132
2196,KGZ,Kyrgyzstan,2007,5184000,14892163072.0,6.518,20.286,1.099,7.4129999999999985,0.895,13.733,1.257,1.43,0.021,745.441,0.438,0.498,0.506,2.305,0.0,1.473,2.235,0.0,0.098,0.445,0.0,0.284,0.431
2197,KGZ,Kyrgyzstan,2008,5255000,17373720576.0,7.547999999999999,15.802,1.03,7.996,0.447,5.9270000000000005,1.436,1.5219999999999998,0.024,752.9889999999998,0.434,0.46,0.503,3.193,0.0,1.43,2.423,0.0,0.096,0.608,0.0,0.272,0.461
2198,KGZ,Kyrgyzstan,2009,5335000,17725392896.0,6.737,-10.743,-0.8109999999999999,12.683,5.9460000000000015,88.25299999999999,1.263,2.377,0.021,759.727,0.38,0.716,0.241,2.752,0.0,0.623,3.122,0.0,0.045,0.516,0.0,0.117,0.585
2199,KGZ,Kyrgyzstan,2010,5422000,17882109952.0,6.313,-6.301,-0.425,11.831,5.518,87.40799999999999,1.164,2.182,0.019,766.04,0.353,0.662,0.311,2.682,0.0,0.564,2.755,0.0,0.057,0.495,0.0,0.104,0.508
2200,KGZ,Kyrgyzstan,2011,5518000,22068576256.0,7.5539999999999985,19.653,1.241,13.077,5.523,73.12,1.369,2.37,0.022,773.5930000000002,0.342,0.593,0.412,2.865,0.0,0.638,3.638,0.0,0.075,0.519,0.0,0.116,0.659
2201,KGZ,Kyrgyzstan,2012,5622000,21271707648.0,10.0,32.387,2.446,15.883,5.882999999999999,58.83600000000001,1.779,2.825,0.029,783.5930000000002,0.47,0.747,0.495,4.016,0.0,0.8170000000000001,4.672,0.0,0.08800000000000001,0.7140000000000001,0.0,0.145,0.831
2216,LAO,Laos,2007,5945000,17917915136.0,1.831,4.471,0.078,2.761,0.93,50.813,0.308,0.464,0.006,24.906,0.102,0.154,0.153,0.213,0.0,0.0,1.465,0.0,0.026,0.036000000000000004,0.0,0.0,0.246
2217,LAO,Laos,2008,6047000,19909799936.0,2.127,16.149,0.29600000000000004,3.237,1.111,52.238,0.35200000000000004,0.535,0.006999999999999999,27.032,0.107,0.163,0.152,0.297,0.0,0.0,1.6780000000000002,0.0,0.025,0.049,0.0,0.0,0.278
2218,LAO,Laos,2009,6149000,22518943744.0,2.664,25.29,0.5379999999999999,3.966,1.301,48.845,0.433,0.645,0.008,29.697,0.118,0.17600000000000002,0.382,0.35200000000000004,0.0,0.0,1.931,0.0,0.062,0.057,0.0,0.0,0.314
2219,LAO,Laos,2010,6249000,24141088768.0,3.0,12.608,0.336,4.388,1.388,46.247,0.48,0.7020000000000001,0.009000000000000001,32.697,0.124,0.182,0.457,0.638,0.0,0.0,1.905,0.0,0.073,0.102,0.0,0.0,0.305
2220,LAO,Laos,2011,6348000,28505276416.0,3.167,5.556,0.16699999999999998,5.089,1.922,60.678,0.499,0.802,0.009000000000000001,35.86400000000001,0.111,0.179,0.4920000000000001,0.7509999999999999,0.0,0.0,1.924,0.0,0.078,0.118,0.0,0.0,0.303
2221,LAO,Laos,2012,6445000,32785108992.0,3.398,7.291,0.231,5.87,2.472,72.747,0.527,0.911,0.01,39.262,0.104,0.179,0.5660000000000001,0.785,0.0,0.0,2.047,0.0,0.08800000000000001,0.122,0.0,0.0,0.318
2236,LVA,Latvia,2007,2198000,39488139264.0,8.632,3.928,0.326,16.862000000000002,8.23,95.338,3.927,7.671,0.028,666.6460000000002,0.219,0.4270000000000001,0.171,0.448,0.0,3.147,4.832,0.033,0.078,0.204,0.0,1.432,2.199
2237,LVA,Latvia,2008,2171000,39694049280.0,8.193,-5.088,-0.439,16.309,8.116,99.068,3.774,7.512,0.026,674.8389999999998,0.206,0.411,0.168,0.435,0.0,3.085,4.471,0.034,0.077,0.2,0.0,1.421,2.06
2238,LVA,Latvia,2009,2145000,35212337152.0,7.452000000000001,-9.043,-0.741,13.026,5.574,74.806,3.474,6.073,0.024,682.29,0.212,0.37,0.17800000000000002,0.358,0.0,2.827,4.072,0.017,0.083,0.16699999999999998,0.0,1.318,1.898
2239,LVA,Latvia,2010,2119000,35345006592.0,8.549,14.720999999999998,1.097,13.242,4.6930000000000005,54.9,4.034,6.249,0.026,690.8389999999998,0.242,0.375,0.431,0.45,0.0,3.393,4.251,0.024,0.203,0.212,0.0,1.601,2.006
2240,LVA,Latvia,2011,2094000,37961678848.0,7.805,-8.697000000000001,-0.743,12.999,5.193,66.53699999999999,3.728,6.207999999999998,0.023,698.645,0.206,0.342,0.557,0.4370000000000001,0.0,2.975,3.816,0.02,0.266,0.209,0.0,1.421,1.822
2241,LVA,Latvia,2012,2069000,40317419520.0,7.515,-3.718,-0.29,13.213,5.698,75.816,3.632,6.386,0.022,706.16,0.18600000000000005,0.328,0.575,0.396,0.0,2.792,3.73,0.022,0.278,0.191,0.0,1.35,1.803
2256,LBN,Lebanon,2007,4767000,57624862720.0,13.75,-7.047999999999999,-1.043,0.0,0.0,0.0,2.884,0.0,0.044,426.926,0.239,0.0,2.267,0.502,0.0,0.0,10.981,0.0,0.476,0.105,0.0,0.0,2.3040000000000003
2257,LBN,Lebanon,2008,4765000,63953342464.0,17.419,26.685,3.669,0.0,0.0,0.0,3.656,0.0,0.055,444.345,0.272,0.0,2.323,0.502,0.0,0.0,14.594,0.0,0.488,0.105,0.0,0.0,3.063
2258,LBN,Lebanon,2009,4813000,72629248000.0,20.958,20.316,3.539,0.0,0.0,0.0,4.354,0.0,0.067,465.30300000000005,0.289,0.0,2.542,0.502,0.0,0.095,17.817999999999994,0.0,0.528,0.104,0.0,0.02,3.702
2259,LBN,Lebanon,2010,4953000,76310093824.0,19.997,-4.584,-0.961,0.0,0.0,0.0,4.037,0.0,0.06,485.3,0.262,0.0,2.571,0.564,0.0,0.484,16.378,0.0,0.519,0.114,0.0,0.098,3.307
2260,LBN,Lebanon,2011,5202000,73229762560.0,20.264,1.335,0.267,0.0,0.0,0.0,3.895,0.0,0.059,505.564,0.277,0.0,2.5780000000000003,0.627,0.0,0.0,17.06,0.0,0.496,0.12,0.0,0.0,3.279
2261,LBN,Lebanon,2012,5538000,73344638976.0,22.332,10.203,2.068,0.0,0.0,0.0,4.032,0.0,0.064,527.896,0.304,0.0,2.388,0.627,0.0,0.0,19.317,0.0,0.431,0.113,0.0,0.0,3.488
2276,LSO,Lesotho,2007,1987000,4587381248.0,2.074,1.7990000000000002,0.037000000000000005,0.0,0.0,0.0,1.044,0.0,0.006999999999999999,32.404,0.452,0.0,0.0,1.652,0.0,0.0,0.421,0.0,0.0,0.8320000000000001,0.0,0.0,0.212
2277,LSO,Lesotho,2008,1987000,4839204864.0,2.125,2.4730000000000003,0.051,0.0,0.0,0.0,1.07,0.0,0.006999999999999999,34.53,0.439,0.0,0.0,1.682,0.0,0.0,0.443,0.0,0.0,0.846,0.0,0.0,0.223
2278,LSO,Lesotho,2009,1990000,4818740224.0,2.217,4.31,0.092,0.0,0.0,0.0,1.114,0.0,0.006999999999999999,36.746,0.46,0.0,0.0,1.711,0.0,0.0,0.506,0.0,0.0,0.86,0.0,0.0,0.254
2279,LSO,Lesotho,2010,1996000,4423680000.0,2.275,2.645,0.059,0.0,0.0,0.0,1.14,0.0,0.006999999999999999,39.022,0.514,0.0,0.0,1.751,0.0,0.0,0.524,0.0,0.0,0.877,0.0,0.0,0.263
2280,LSO,Lesotho,2011,2004000,4516049920.0,2.327,2.254,0.051,0.0,0.0,0.0,1.161,0.0,0.006999999999999999,41.348,0.515,0.0,0.0,1.777,0.0,0.0,0.55,0.0,0.0,0.887,0.0,0.0,0.274
2281,LSO,Lesotho,2012,2015000,4994840064.0,2.396,2.992,0.07,0.0,0.0,0.0,1.189,0.0,0.006999999999999999,43.744,0.48,0.0,0.0,1.803,0.0,0.0,0.594,0.0,0.0,0.895,0.0,0.0,0.295
2296,LBR,Liberia,2007,3462000,2466458880.0,0.628,-6.662000000000001,-0.045,0.0,0.0,0.0,0.181,0.0,0.002,39.88,0.254,0.0,0.06,0.0,0.0,0.0,0.568,0.0,0.017,0.0,0.0,0.0,0.16399999999999998
2297,LBR,Liberia,2008,3608000,3145419008.0,0.535,-14.757,-0.093,0.0,0.0,0.0,0.14800000000000002,0.0,0.002,40.415,0.17,0.0,0.037000000000000005,0.0,0.0,0.0,0.498,0.0,0.01,0.0,0.0,0.0,0.138
2298,LBR,Liberia,2009,3754000,3018311936.0,0.475,-11.166,-0.06,0.0,0.0,0.0,0.127,0.0,0.002,40.891,0.157,0.0,0.028,0.0,0.0,0.0,0.447,0.0,0.008,0.0,0.0,0.0,0.119
2299,LBR,Liberia,2010,3891000,3420032000.0,0.7609999999999999,60.13399999999999,0.28600000000000003,0.0,0.0,0.0,0.196,0.0,0.002,41.652,0.223,0.0,0.028,0.0,0.0,0.0,0.733,0.0,0.006999999999999999,0.0,0.0,0.0,0.188
2300,LBR,Liberia,2011,4017000,3266880000.0,0.852,11.892,0.091,0.0,0.0,0.0,0.212,0.0,0.002,42.504,0.261,0.0,0.031,0.0,0.0,0.0,0.821,0.0,0.008,0.0,0.0,0.0,0.204
2301,LBR,Liberia,2012,4136000,3312800000.0,0.964,13.165,0.112,0.0,0.0,0.0,0.233,0.0,0.003,43.467,0.29100000000000004,0.0,0.048,0.0,0.0,0.0,0.916,0.0,0.012,0.0,0.0,0.0,0.221
2316,LBY,Libya,2007,5975000,162000000000.0,49.34,-6.316,-3.327,0.0,0.0,0.0,8.258,0.0,0.158,1417.031,0.305,0.0,2.016,0.0,5.595,12.107,29.622,0.0,0.337,0.0,0.936,2.026,4.958
2317,LBY,Libya,2008,6059000,185000000000.0,55.341,12.164,6.002000000000002,0.0,0.0,0.0,9.134,0.0,0.173,1472.3729999999996,0.299,0.0,2.1180000000000003,0.0,7.5779999999999985,12.576,33.07,0.0,0.35,0.0,1.251,2.076,5.457999999999998
2318,LBY,Libya,2009,6134000,184000000000.0,57.19600000000001,3.35,1.854,0.0,0.0,0.0,9.324,0.0,0.182,1529.568,0.311,0.0,2.503,0.0,6.273,11.235,37.185,0.0,0.408,0.0,1.023,1.832,6.062
2319,LBY,Libya,2010,6198000,192000000000.0,61.122,6.864,3.926,0.0,0.0,0.0,9.862,0.0,0.184,1590.69,0.318,0.0,2.699,0.0,6.7010000000000005,13.197,38.525,0.0,0.435,0.0,1.081,2.129,6.216
2320,LBY,Libya,2011,6247000,74353934336.0,39.265,-35.76,-21.857,0.0,0.0,0.0,6.285,0.0,0.115,1629.955,0.528,0.0,1.339,0.0,2.506,10.168,25.252,0.0,0.214,0.0,0.401,1.628,4.042
2321,LBY,Libya,2012,6286000,167000000000.0,52.409,33.476,13.144,0.0,0.0,0.0,8.337,0.0,0.151,1682.3629999999996,0.314,0.0,0.765,0.0,7.544,10.71,33.39,0.0,0.122,0.0,1.2,1.704,5.312
2336,LIE,Liechtenstein,2007,35000,0.0,0.201,-13.125,-0.03,0.0,0.0,0.0,5.7360000000000015,0.0,0.001,3.884,0.0,0.0,0.0,0.0,0.0,0.071,0.13,0.0,0.0,0.0,0.0,2.019,3.717
2337,LIE,Liechtenstein,2008,35000,0.0,0.22,9.334,0.019,0.0,0.0,0.0,6.272,0.0,0.001,4.103,0.0,0.0,0.0,0.0,0.0,0.073,0.147,0.0,0.0,0.0,0.0,2.081,4.191
2338,LIE,Liechtenstein,2009,36000,0.0,0.205,-6.448,-0.014,0.0,0.0,0.0,5.704,0.0,0.001,4.309,0.0,0.0,0.0,0.0,0.0,0.058,0.14800000000000002,0.0,0.0,0.0,0.0,1.598,4.106
