record_no,iso_code,geo_reg,year,population,gdp,co2,co2_growth_prct,co2_growth_abs,consumption_co2,trade_co2,trade_co2_share,co2_per_capita,consumption_co2_per_capita,share_global_co2,cumulative_co2,co2_per_gdp,consumption_co2_per_gdp,cement_co2,coal_co2,flaring_co2,gas_co2,oil_co2,other_industry_co2,cement_co2_per_capita,coal_co2_per_capita,flaring_co2_per_capita,gas_co2_per_capita,oil_co2_per_capita
331,BHS,Bahamas,2011,360000,0.0,1.803,-24.54,-0.586,0.0,0.0,0.0,5.007,0.0,0.005,147.0,0.0,0.0,0.0,0.004,0.0,0.0,1.7990000000000002,0.0,0.0,0.01,0.0,0.0,4.997
332,BHS,Bahamas,2012,364000,0.0,1.909,5.894,0.106,0.0,0.0,0.0,5.244,0.0,0.005,148.909,0.0,0.0,0.0,0.004,0.0,0.0,1.905,0.0,0.0,0.01,0.0,0.0,5.234
347,BHR,Bahrain,2007,1036000,40256888832.0,26.77,37.847,7.35,14.797,-11.973,-44.724,25.84,14.283,0.086,523.697,0.665,0.368,0.14400000000000002,0.0,0.0,20.866,5.76,0.0,0.139,0.0,0.0,20.141,5.56
348,BHR,Bahrain,2008,1115000,52838674432.0,29.682,10.879,2.912,16.703,-12.979,-43.727,26.621,14.98,0.093,553.379,0.562,0.316,0.158,0.0,0.0,22.97,6.555,0.0,0.142,0.0,0.0,20.601,5.879
349,BHR,Bahrain,2009,1185000,43643830272.0,28.098000000000006,-5.34,-1.585,18.423,-9.675,-34.431999999999995,23.711,15.547,0.08900000000000001,581.477,0.644,0.422,0.251,0.0,0.0,24.175,3.671,0.0,0.212,0.0,0.0,20.401,3.0980000000000003
350,BHR,Bahrain,2010,1241000,47179927552.0,29.075,3.478,0.977,19.37,-9.705,-33.38,23.429,15.608,0.08800000000000001,610.552,0.616,0.411,0.43,0.0,0.0,24.531,4.114,0.0,0.34600000000000003,0.0,0.0,19.767,3.315
351,BHR,Bahrain,2011,1278000,47938297856.0,28.637,-1.507,-0.438,14.377,-14.259,-49.794,22.407,11.25,0.084,639.188,0.597,0.3,0.461,0.0,0.0,24.285,3.891,0.0,0.36,0.0,0.0,19.002,3.045
352,BHR,Bahrain,2012,1300000,54356865024.0,27.328000000000007,-4.5710000000000015,-1.3090000000000002,12.529000000000002,-14.799,-54.153,21.021,9.638,0.079,666.5160000000002,0.503,0.23,0.47,0.0,0.0,24.395,2.462,0.0,0.362,0.0,0.0,18.765,1.894
367,BGD,Bangladesh,2007,142660000,270000000000.0,42.642,2.286,0.953,55.95,13.307,31.207,0.299,0.392,0.136,668.5,0.158,0.207,0.682,2.209,0.0,29.579,10.171,0.0,0.005,0.015,0.0,0.207,0.071
368,BGD,Bangladesh,2008,144304000,301000000000.0,45.301,6.235,2.659,57.07100000000001,11.77,25.982,0.314,0.395,0.142,713.801,0.151,0.19,0.6990000000000001,2.47,0.0,32.225,9.907,0.0,0.005,0.017,0.0,0.223,0.069
369,BGD,Bangladesh,2009,145924992,326000000000.0,49.148,8.493,3.847,62.011,12.863,26.172,0.337,0.425,0.156,762.949,0.151,0.19,0.6990000000000001,3.015,0.0,35.442,9.992,0.0,0.005,0.021,0.0,0.243,0.068
370,BGD,Bangladesh,2010,147575008,373000000000.0,53.992,9.855,4.843,70.331,16.339000000000002,30.262,0.366,0.477,0.163,816.941,0.145,0.189,0.68,3.074,0.0,39.397,10.841,0.0,0.005,0.021,0.0,0.267,0.073
371,BGD,Bangladesh,2011,149272992,432000000000.0,56.556,4.75,2.565,75.013,18.457,32.635,0.379,0.503,0.165,873.497,0.131,0.174,0.695,2.8360000000000003,0.0,39.626,13.399,0.0,0.005,0.019,0.0,0.265,0.09
372,BGD,Bangladesh,2012,151006000,425000000000.0,60.691,7.311,4.135,78.042,17.351,28.589,0.402,0.517,0.175,934.188,0.14300000000000002,0.184,0.675,3.422,0.0,41.715,14.88,0.0,0.004,0.023,0.0,0.276,0.099
387,BRB,Barbados,2007,279000,5123939840.0,1.3630000000000002,1.4880000000000002,0.02,0.0,0.0,0.0,4.885,0.0,0.004,37.287,0.266,0.0,0.15,0.0,0.0,0.037000000000000005,1.176,0.0,0.5379999999999999,0.0,0.0,0.131,4.216
388,BRB,Barbados,2008,280000,4771380224.0,1.612,18.307,0.249,0.0,0.0,0.0,5.757999999999999,0.0,0.005,38.899,0.338,0.0,0.14300000000000002,0.0,0.004,0.033,1.433,0.0,0.511,0.0,0.013,0.118,5.117
389,BRB,Barbados,2009,281000,4493024768.0,1.597,-0.938,-0.015,0.0,0.0,0.0,5.684,0.0,0.005,40.496,0.355,0.0,0.113,0.0,0.004,0.033,1.4480000000000002,0.0,0.402,0.0,0.013,0.117,5.152
390,BRB,Barbados,2010,282000,4133272064.0,1.464,-8.336,-0.133,0.0,0.0,0.0,5.192,0.0,0.004,41.96,0.354,0.0,0.101,0.0,0.004,0.029,1.33,0.0,0.358,0.0,0.013,0.104,4.716
391,BRB,Barbados,2011,283000,3406690048.0,1.516,3.53,0.052000000000000005,0.0,0.0,0.0,5.356,0.0,0.004,43.476000000000006,0.445,0.0,0.098,0.0,0.004,0.033,1.382,0.0,0.345,0.0,0.013,0.116,4.882
392,BRB,Barbados,2012,284000,3016800000.0,1.459,-3.707,-0.056,0.0,0.0,0.0,5.1389999999999985,0.0,0.004,44.93600000000001,0.484,0.0,0.078,0.0,0.004,0.037000000000000005,1.341,0.0,0.275,0.0,0.013,0.129,4.723
407,BLR,Belarus,2007,9481000,124000000000.0,63.57,-0.915,-0.5870000000000001,70.679,7.11,11.184,6.705,7.455,0.203,4482.814,0.513,0.57,1.625,2.813,0.002,38.545,18.666,1.919,0.171,0.297,0.0,4.065,1.969
408,BLR,Belarus,2008,9453000,144000000000.0,65.695,3.343,2.125,76.835,11.14,16.957,6.95,8.128,0.206,4548.509,0.456,0.534,1.821,2.584,0.002,39.268,20.181,1.839,0.193,0.273,0.0,4.154,2.135
409,BLR,Belarus,2009,9433000,141000000000.0,61.403,-6.533,-4.292,54.451,-6.952000000000001,-11.322,6.509,5.772,0.195,4609.911,0.435,0.386,1.883,2.654,0.001,32.501999999999995,22.66,1.703,0.2,0.281,0.0,3.446,2.402
410,BLR,Belarus,2010,9421000,155000000000.0,63.15600000000001,2.8560000000000003,1.754,60.713,-2.443,-3.868,6.704,6.444,0.191,4673.068,0.407,0.392,1.972,2.907,0.002,40.228,16.378,1.67,0.209,0.309,0.0,4.27,1.7380000000000002
411,BLR,Belarus,2011,9415000,173000000000.0,62.107,-1.662,-1.05,50.684,-11.423,-18.392,6.597,5.382999999999999,0.182,4735.174,0.359,0.293,1.967,2.944,0.002,38.093,17.535,1.565,0.209,0.313,0.0,4.046,1.862
412,BLR,Belarus,2012,9417000,179000000000.0,63.008,1.452,0.902,63.583,0.575,0.913,6.691,6.752000000000002,0.181,4798.183,0.35200000000000004,0.355,2.193,3.22,0.002,37.56800000000001,18.612,1.414,0.233,0.342,0.0,3.989,1.976
427,BEL,Belgium,2007,10698000,382000000000.0,120.496,-2.752,-3.41,226.24400000000003,105.748,87.76,11.263,21.148000000000003,0.385,11209.956,0.315,0.5920000000000001,3.087,23.156,0.115,35.662,55.789,2.687,0.289,2.165,0.011,3.334,5.215
428,BEL,Belgium,2008,10779000,392000000000.0,120.203,-0.243,-0.293,209.303,89.1,74.124,11.152,19.418,0.376,11330.159,0.307,0.534,3.033,23.257,0.117,35.718,55.362,2.716,0.281,2.158,0.011,3.314,5.136
429,BEL,Belgium,2009,10860000,402000000000.0,107.743,-10.365,-12.459,177.64700000000005,69.904,64.88,9.921,16.358,0.342,11437.902,0.268,0.442,2.795,15.159,0.117,36.511,51.206,1.954,0.257,1.396,0.011,3.362,4.715
430,BEL,Belgium,2010,10939000,420000000000.0,114.561,6.3279999999999985,6.818,192.356,77.795,67.907,10.473,17.584,0.34600000000000003,11552.463,0.273,0.458,2.582,17.524,0.103,40.386,51.79,2.174,0.236,1.602,0.009000000000000001,3.692,4.734
431,BEL,Belgium,2011,11014000,419000000000.0,105.046,-8.306000000000001,-9.515,204.479,99.433,94.657,9.538,18.565,0.307,11657.508999999998,0.251,0.488,2.762,16.69,0.093,34.596,48.612,2.294,0.251,1.515,0.008,3.141,4.414
432,BEL,Belgium,2012,11085000,430000000000.0,102.429,-2.492,-2.617,184.268,81.839,79.898,9.24,16.623,0.295,11759.938,0.238,0.429,2.643,15.076,0.093,34.922,47.584,2.11,0.238,1.36,0.008,3.15,4.293
447,BLZ,Belize,2007,299000,0.0,0.476,7.438,0.033,0.0,0.0,0.0,1.5930000000000002,0.0,0.002,11.934,0.0,0.0,0.0,0.0,0.0,0.0,0.476,0.0,0.0,0.0,0.0,0.0,1.5930000000000002
448,BLZ,Belize,2008,307000,0.0,0.436,-8.462,-0.04,0.0,0.0,0.0,1.42,0.0,0.001,12.37,0.0,0.0,0.0,0.0,0.0,0.0,0.436,0.0,0.0,0.0,0.0,0.0,1.42
449,BLZ,Belize,2009,315000,0.0,0.517,18.487,0.081,0.0,0.0,0.0,1.64,0.0,0.002,12.886,0.0,0.0,0.0,0.0,0.0,0.0,0.517,0.0,0.0,0.0,0.0,0.0,1.64
450,BLZ,Belize,2010,322000,0.0,0.539,4.255,0.022,0.0,0.0,0.0,1.673,0.0,0.002,13.425,0.0,0.0,0.0,0.0,0.0,0.011,0.528,0.0,0.0,0.0,0.0,0.034,1.638
451,BLZ,Belize,2011,330000,0.0,0.557,3.401,0.018000000000000002,0.0,0.0,0.0,1.6880000000000002,0.0,0.002,13.982,0.0,0.0,0.0,0.0,0.0,0.011,0.546,0.0,0.0,0.0,0.0,0.033,1.655
452,BLZ,Belize,2012,338000,0.0,0.451,-19.079,-0.106,0.0,0.0,0.0,1.3330000000000002,0.0,0.001,14.432,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.443,0.0,0.0,0.0,0.0,0.022,1.3119999999999998
467,BEN,Benin,2007,8455000,15620586496.0,4.32,16.39,0.608,6.556,2.236,51.769,0.511,0.775,0.014,42.253,0.277,0.42,0.601,0.0,0.0,0.0,3.719,0.0,0.071,0.0,0.0,0.0,0.44
468,BEN,Benin,2008,8697000,16187101184.0,4.255,-1.501,-0.065,7.352,3.097,72.8,0.489,0.845,0.013,46.507,0.263,0.454,0.518,0.0,0.0,0.0,3.737,0.0,0.06,0.0,0.0,0.0,0.43
469,BEN,Benin,2009,8945000,16326744064.0,4.508,5.949,0.253,6.954,2.446,54.25100000000001,0.504,0.777,0.014,51.015,0.276,0.426,0.507,0.0,0.0,0.0,4.001,0.0,0.057,0.0,0.0,0.0,0.447
470,BEN,Benin,2010,9199000,16880384000.0,4.939,9.561,0.431,7.3039999999999985,2.365,47.877,0.537,0.794,0.015,55.95399999999999,0.293,0.433,0.502,0.0,0.0,0.0,4.437,0.0,0.055,0.0,0.0,0.0,0.482
471,BEN,Benin,2011,9461000,17120700416.0,4.887,-1.056,-0.052000000000000005,8.914,4.027,82.415,0.517,0.942,0.014,60.841,0.285,0.521,0.56,0.0,0.0,0.0,4.327,0.0,0.059,0.0,0.0,0.0,0.457
472,BEN,Benin,2012,9729000,18295693312.0,4.6389999999999985,-5.077,-0.248,7.439,2.8,60.36,0.477,0.765,0.013,65.48,0.254,0.407,0.531,0.0,0.0,0.0,4.107,0.0,0.055,0.0,0.0,0.0,0.422
487,BMU,Bermuda,2007,66000,0.0,0.7290000000000001,11.798,0.077,0.0,0.0,0.0,11.048,0.0,0.002,21.636,0.0,0.0,0.0,0.0,0.0,0.0,0.7290000000000001,0.0,0.0,0.0,0.0,0.0,11.048
488,BMU,Bermuda,2008,66000,0.0,0.649,-11.055,-0.081,0.0,0.0,0.0,9.826,0.0,0.002,22.284,0.0,0.0,0.0,0.0,0.0,0.0,0.649,0.0,0.0,0.0,0.0,0.0,9.826
489,BMU,Bermuda,2009,66000,0.0,0.476,-26.554,-0.172,0.0,0.0,0.0,7.217,0.0,0.002,22.761,0.0,0.0,0.0,0.0,0.0,0.0,0.476,0.0,0.0,0.0,0.0,0.0,7.217
490,BMU,Bermuda,2010,65000,0.0,0.608,27.692,0.132,0.0,0.0,0.0,9.357,0.0,0.002,23.369,0.0,0.0,0.0,0.0,0.0,0.0,0.608,0.0,0.0,0.0,0.0,0.0,9.357
491,BMU,Bermuda,2011,65000,0.0,0.443,-27.108,-0.165,0.0,0.0,0.0,6.8210000000000015,0.0,0.001,23.812,0.0,0.0,0.0,0.0,0.0,0.0,0.443,0.0,0.0,0.0,0.0,0.0,6.8210000000000015
492,BMU,Bermuda,2012,65000,0.0,0.366,-17.355,-0.077,0.0,0.0,0.0,5.6370000000000005,0.0,0.001,24.179,0.0,0.0,0.0,0.0,0.0,0.0,0.366,0.0,0.0,0.0,0.0,0.0,5.6370000000000005
507,BTN,Bhutan,2007,665000,0.0,0.3720000000000001,-0.262,-0.001,0.0,0.0,0.0,0.5589999999999999,0.0,0.001,6.067,0.0,0.0,0.068,0.081,0.0,0.0,0.224,0.0,0.102,0.121,0.0,0.0,0.336
508,BTN,Bhutan,2008,672000,0.0,0.401,7.712999999999999,0.029,0.0,0.0,0.0,0.596,0.0,0.001,6.4670000000000005,0.0,0.0,0.068,0.115,0.0,0.0,0.218,0.0,0.101,0.171,0.0,0.0,0.325
509,BTN,Bhutan,2009,678000,0.0,0.368,-8.215,-0.033,0.0,0.0,0.0,0.542,0.0,0.001,6.835,0.0,0.0,0.067,0.059,0.0,0.0,0.242,0.0,0.099,0.086,0.0,0.0,0.35700000000000004
510,BTN,Bhutan,2010,686000,0.0,0.464,26.198,0.096,0.0,0.0,0.0,0.677,0.0,0.001,7.298999999999999,0.0,0.0,0.076,0.077,0.0,0.0,0.311,0.0,0.11,0.112,0.0,0.0,0.454
511,BTN,Bhutan,2011,693000,0.0,0.667,43.801,0.203,0.0,0.0,0.0,0.963,0.0,0.002,7.967,0.0,0.0,0.206,0.095,0.0,0.0,0.366,0.0,0.297,0.13699999999999998,0.0,0.0,0.529
512,BTN,Bhutan,2012,702000,0.0,0.772,15.699000000000002,0.105,0.0,0.0,0.0,1.1,0.0,0.002,8.738999999999999,0.0,0.0,0.196,0.139,0.0,0.0,0.438,0.0,0.279,0.197,0.0,0.0,0.623
527,BOL,Bolivia,2007,9558000,36591730688.0,12.177,-18.39,-2.744,10.365,-1.811,-14.876,1.274,1.084,0.039,285.191,0.333,0.28300000000000003,0.723,0.0,0.147,4.137,7.17,0.0,0.076,0.0,0.015,0.433,0.75
528,BOL,Bolivia,2008,9721000,41332305920.0,13.041,7.0939999999999985,0.8640000000000001,11.487,-1.554,-11.913,1.341,1.182,0.041,298.232,0.316,0.278,0.8029999999999999,0.0,0.172,4.766,7.3,0.0,0.083,0.0,0.018000000000000002,0.49,0.7509999999999999
529,BOL,Bolivia,2009,9885000,43342348288.0,13.498,3.505,0.457,12.885,-0.613,-4.541,1.365,1.3030000000000002,0.043,311.73,0.311,0.297,0.912,0.0,0.139,5.026,7.421,0.0,0.092,0.0,0.014,0.508,0.7509999999999999
530,BOL,Bolivia,2010,10049000,47795335168.0,14.640999999999998,8.468,1.143,13.478,-1.162,-7.939,1.457,1.341,0.044,326.37,0.306,0.282,0.952,0.0,0.172,5.723,7.792999999999998,0.0,0.095,0.0,0.017,0.57,0.7759999999999999
531,BOL,Bolivia,2011,10213000,53944389632.0,16.038,9.545,1.3969999999999998,14.986,-1.052,-6.559,1.57,1.467,0.047,342.408,0.297,0.278,1.042,0.0,0.231,6.5120000000000005,8.253,0.0,0.102,0.0,0.023,0.638,0.8079999999999999
532,BOL,Bolivia,2012,10378000,57088921600.0,18.119,12.977,2.081,16.102999999999998,-2.016,-11.128,1.746,1.5519999999999998,0.052000000000000005,360.528,0.317,0.282,1.06,0.0,0.136,6.766,10.158,0.0,0.102,0.0,0.013,0.652,0.979
547,BES,Bonaire Sint Eustatius and Saba,2007,17000,0.0,0.302,12.577,0.034,0.0,0.0,0.0,17.787,0.0,0.001,26.024,0.0,0.0,0.0,0.0,0.0,0.0,0.302,0.0,0.0,0.0,0.0,0.0,17.787
548,BES,Bonaire Sint Eustatius and Saba,2008,18000,0.0,0.29100000000000004,-3.815,-0.012,0.0,0.0,0.0,16.158,0.0,0.001,26.315,0.0,0.0,0.0,0.0,0.0,0.0,0.29100000000000004,0.0,0.0,0.0,0.0,0.0,16.158
549,BES,Bonaire Sint Eustatius and Saba,2009,20000,0.0,0.298,2.323,0.006999999999999999,0.0,0.0,0.0,14.88,0.0,0.001,26.612,0.0,0.0,0.0,0.0,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,14.88
550,BES,Bonaire Sint Eustatius and Saba,2010,21000,0.0,0.205,-31.118,-0.093,0.0,0.0,0.0,9.761,0.0,0.001,26.817,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0,0.0,0.0,9.761
551,BES,Bonaire Sint Eustatius and Saba,2011,22000,0.0,0.262,27.573,0.057,0.0,0.0,0.0,11.887,0.0,0.001,27.079,0.0,0.0,0.0,0.0,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,11.887
552,BES,Bonaire Sint Eustatius and Saba,2012,23000,0.0,0.311,19.093,0.05,0.0,0.0,0.0,13.541,0.0,0.001,27.39,0.0,0.0,0.0,0.0,0.0,0.0,0.311,0.0,0.0,0.0,0.0,0.0,13.541
567,BIH,Bosnia and Herzegovina,2007,3763000,30910529536.0,17.474,0.503,0.08800000000000001,0.0,0.0,0.0,4.644,0.0,0.056,675.997,0.565,0.0,0.473,12.688,0.0,0.769,3.543,0.0,0.126,3.372,0.0,0.204,0.942
568,BIH,Bosnia and Herzegovina,2008,3754000,32805036032.0,19.959,14.217,2.484,0.0,0.0,0.0,5.317,0.0,0.062,695.955,0.608,0.0,0.521,14.575,0.0,0.762,4.1,0.0,0.139,3.883,0.0,0.203,1.092
569,BIH,Bosnia and Herzegovina,2009,3736000,34366640128.0,20.537,2.898,0.578,0.0,0.0,0.0,5.497000000000001,0.0,0.065,716.492,0.598,0.0,0.385,15.319,0.0,0.436,4.397,0.0,0.103,4.1,0.0,0.117,1.177
570,BIH,Bosnia and Herzegovina,2010,3705000,34437017600.0,21.146,2.963,0.609,0.0,0.0,0.0,5.707000000000002,0.0,0.064,737.638,0.614,0.0,0.36,15.87,0.0,0.458,4.458,0.0,0.097,4.283,0.0,0.124,1.203
571,BIH,Bosnia and Herzegovina,2011,3661000,35664781312.0,23.761,12.369000000000002,2.616,0.0,0.0,0.0,6.49,0.0,0.069,761.3989999999999,0.6659999999999999,0.0,0.337,18.485,0.0,0.52,4.419,0.0,0.092,5.049,0.0,0.142,1.207
572,BIH,Bosnia and Herzegovina,2012,3605000,37336076288.0,22.136,-6.839,-1.625,0.0,0.0,0.0,6.14,0.0,0.064,783.5360000000002,0.593,0.0,0.317,17.233,0.0,0.48,4.107,0.0,0.08800000000000001,4.78,0.0,0.133,1.139
587,BWA,Botswana,2007,1875000,23521949696.0,4.228,2.305,0.095,9.774,5.545,131.149,2.255,5.212999999999999,0.014,76.065,0.18,0.416,0.0,1.935,0.0,0.0,2.294,0.0,0.0,1.032,0.0,0.0,1.223
588,BWA,Botswana,2008,1916000,23539697664.0,4.503,6.499,0.275,11.959,7.456,165.56799999999996,2.35,6.2410000000000005,0.014,80.568,0.191,0.508,0.0,1.953,0.0,0.0,2.55,0.0,0.0,1.019,0.0,0.0,1.331
589,BWA,Botswana,2009,1953000,21862223872.0,3.856,-14.38,-0.648,5.2860000000000005,1.43,37.09,1.974,2.7060000000000004,0.012,84.42299999999999,0.17600000000000002,0.242,0.096,1.577,0.0,0.0,2.182,0.0,0.049,0.807,0.0,0.0,1.117
590,BWA,Botswana,2010,1987000,24107864064.0,4.5360000000000005,17.658,0.6809999999999999,6.776,2.24,49.378,2.283,3.41,0.014,88.96,0.188,0.281,0.099,1.991,0.0,0.0,2.446,0.0,0.05,1.002,0.0,0.0,1.231
591,BWA,Botswana,2011,2015000,26899136512.0,4.029,-11.19,-0.508,5.004,0.976,24.217,1.999,2.484,0.012,92.988,0.15,0.18600000000000005,0.006,1.43,0.0,0.0,2.593,0.0,0.003,0.71,0.0,0.0,1.287
592,BWA,Botswana,2012,2040000,27167825920.0,5.077,26.011,1.048,5.92,0.8440000000000001,16.618,2.489,2.902,0.015,98.065,0.187,0.218,0.006,2.327,0.0,0.0,2.744,0.0,0.003,1.141,0.0,0.0,1.345
607,BRA,Brazil,2007,190130000,1970000000000.0,356.9190000000001,4.379,14.972,370.041,13.122,3.677,1.877,1.946,1.141,9673.821,0.181,0.188,17.2,55.301,3.851,40.546,240.021,0.0,0.09,0.29100000000000004,0.02,0.213,1.262
608,BRA,Brazil,2008,192030000,2210000000000.0,380.345,6.563,23.426,416.026,35.68199999999999,9.381,1.981,2.166,1.1909999999999998,10054.165,0.172,0.188,18.884,55.96100000000001,4.173,48.53,252.796,0.0,0.098,0.29100000000000004,0.022,0.253,1.3159999999999998
609,BRA,Brazil,2009,193887008,2300000000000.0,360.091,-5.325,-20.254,381.483,21.392,5.941,1.857,1.968,1.144,10414.256,0.157,0.166,19.031,44.459,6.537000000000001,39.124,250.94,0.0,0.098,0.229,0.034,0.202,1.294
610,BRA,Brazil,2010,195714000,2660000000000.0,411.24,14.205,51.149,459.482,48.242,11.731,2.101,2.3480000000000003,1.241,10825.496,0.155,0.173,21.288,58.496,5.1370000000000005,52.659,273.66,0.0,0.109,0.299,0.026,0.269,1.398
611,BRA,Brazil,2011,197515008,2970000000000.0,429.959,4.552,18.719,484.845,54.885,12.765,2.177,2.455,1.257,11255.456,0.145,0.163,22.845,64.113,3.616,50.483,288.903,0.0,0.116,0.325,0.018000000000000002,0.256,1.463
612,BRA,Brazil,2012,199287008,2960000000000.0,460.098,7.01,30.139,509.744,49.646,10.79,2.309,2.5580000000000003,1.324,11715.553999999998,0.155,0.172,24.998,62.893,3.107,59.826,309.275,0.0,0.125,0.316,0.016,0.3,1.5519999999999998
627,VGB,British Virgin Islands,2007,25000,0.0,0.187,2.0,0.004,0.0,0.0,0.0,7.475,0.0,0.001,3.052,0.0,0.0,0.0,0.0,0.0,0.0,0.187,0.0,0.0,0.0,0.0,0.0,7.475
628,VGB,British Virgin Islands,2008,26000,0.0,0.191,1.961,0.004,0.0,0.0,0.0,7.3279999999999985,0.0,0.001,3.2430000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,7.3279999999999985
629,VGB,British Virgin Islands,2009,27000,0.0,0.191,0.0,0.0,0.0,0.0,0.0,7.057,0.0,0.001,3.4330000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.191,0.0,0.0,0.0,0.0,0.0,7.057
630,VGB,British Virgin Islands,2010,28000,0.0,0.198,3.846,0.006999999999999999,0.0,0.0,0.0,7.066,0.0,0.001,3.631,0.0,0.0,0.0,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,7.066
631,VGB,British Virgin Islands,2011,28000,0.0,0.202,1.852,0.004,0.0,0.0,0.0,7.197,0.0,0.001,3.833,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,7.197
632,VGB,British Virgin Islands,2012,29000,0.0,0.202,0.0,0.0,0.0,0.0,0.0,6.949,0.0,0.001,4.034,0.0,0.0,0.0,0.0,0.0,0.0,0.202,0.0,0.0,0.0,0.0,0.0,6.949
647,BRN,Brunei,2007,375000,0.0,8.31,75.406,3.572,6.791,-1.519,-18.284,22.16,18.108,0.027000000000000003,245.034,0.0,0.0,0.0,0.0,0.524,5.939,1.847,0.0,0.0,0.0,1.3969999999999998,15.838,4.924
648,BRN,Brunei,2008,379000,0.0,8.991,8.201,0.682,6.947,-2.045,-22.739,23.724,18.33,0.028,254.025,0.0,0.0,0.0,0.0,0.443,6.4929999999999986,2.056,0.0,0.0,0.0,1.17,17.131,5.422999999999999
649,BRN,Brunei,2009,384000,0.0,7.746,-13.854,-1.246,6.421,-1.324,-17.098,20.171,16.722,0.025,261.771,0.0,0.0,0.0,0.0,0.396,5.596,1.754,0.0,0.0,0.0,1.03,14.573,4.5680000000000005
650,BRN,Brunei,2010,389000,0.0,8.061,4.0680000000000005,0.315,6.5,-1.561,-19.359,20.722,16.71,0.024,269.832,0.0,0.0,0.0,0.0,0.344,6.126,1.59,0.0,0.0,0.0,0.885,15.749,4.088
651,BRN,Brunei,2011,394000,0.0,9.545,18.409,1.484,7.6960000000000015,-1.848,-19.366,24.225,19.534,0.028,279.377,0.0,0.0,0.0,0.0,0.3,7.2879999999999985,1.957,0.0,0.0,0.0,0.763,18.497,4.966
652,BRN,Brunei,2012,399000,0.0,9.493,-0.537,-0.051,8.309,-1.1840000000000002,-12.476,23.793000000000006,20.825,0.027000000000000003,288.87,0.0,0.0,0.0,0.0,0.315,7.113,2.066,0.0,0.0,0.0,0.789,17.827,5.1770000000000005
667,BGR,Bulgaria,2007,7577000,103000000000.0,55.74100000000001,7.41,3.846,52.326,-3.414,-6.126,7.357,6.9060000000000015,0.17800000000000002,3227.072,0.541,0.508,1.979,33.368,0.14,6.8889999999999985,12.519,0.846,0.261,4.404,0.018000000000000002,0.909,1.652
668,BGR,Bulgaria,2008,7524000,110000000000.0,54.08,-2.98,-1.661,53.25,-0.8290000000000001,-1.534,7.188,7.077000000000001,0.16899999999999998,3281.152,0.4920000000000001,0.484,1.9,32.492,0.152,6.718,11.902,0.915,0.252,4.3180000000000005,0.02,0.893,1.582
669,BGR,Bulgaria,2009,7474000,110000000000.0,45.774,-15.358,-8.306000000000001,44.023,-1.75,-3.824,6.124,5.89,0.145,3326.926,0.416,0.4,0.983,27.237,0.327,5.052,11.411,0.763,0.132,3.644,0.044,0.6759999999999999,1.527
670,BGR,Bulgaria,2010,7425000,111000000000.0,47.863,4.564,2.089,42.848,-5.015,-10.478,6.4460000000000015,5.771,0.14400000000000002,3374.789,0.431,0.386,0.807,29.299,0.374,5.372000000000001,11.005999999999998,1.004,0.109,3.946,0.05,0.723,1.482
671,BGR,Bulgaria,2011,7379000,111000000000.0,53.178,11.105,5.315,45.573,-7.605,-14.3,7.207000000000002,6.176,0.155,3427.967,0.479,0.411,0.787,34.486,0.395,6.149,10.195,1.166,0.107,4.673,0.053,0.833,1.382
672,BGR,Bulgaria,2012,7334000,115000000000.0,48.349,-9.081,-4.829,43.613,-4.7360000000000015,-9.795,6.5920000000000005,5.947,0.139,3476.316,0.42,0.379,0.981,29.417,0.383,5.759,10.733,1.0759999999999998,0.134,4.011,0.052000000000000005,0.785,1.463
687,BFA,Burkina Faso,2007,14252000,19073333248.0,1.591,17.279,0.234,2.201,0.611,38.403,0.112,0.154,0.005,24.971,0.083,0.115,0.011,0.0,0.0,0.0,1.579,0.0,0.001,0.0,0.0,0.0,0.111
688,BFA,Burkina Faso,2008,14690000,19768174592.0,1.735,9.051,0.14400000000000002,2.455,0.721,41.543,0.118,0.16699999999999998,0.005,26.706,0.08800000000000001,0.124,0.181,0.0,0.0,0.0,1.554,0.0,0.012,0.0,0.0,0.0,0.106
689,BFA,Burkina Faso,2009,15141000,19918690304.0,1.83,5.515,0.096,2.779,0.949,51.861,0.121,0.184,0.006,28.536,0.092,0.14,0.218,0.0,0.0,0.0,1.612,0.0,0.014,0.0,0.0,0.0,0.106
690,BFA,Burkina Faso,2010,15605000,21569376256.0,2.037,11.291,0.207,2.845,0.8079999999999999,39.671,0.131,0.182,0.006,30.573,0.094,0.132,0.227,0.0,0.0,0.0,1.81,0.0,0.015,0.0,0.0,0.0,0.116
691,BFA,Burkina Faso,2011,16082000,22513344512.0,2.13,4.586,0.093,2.72,0.59,27.68,0.132,0.16899999999999998,0.006,32.703,0.095,0.121,0.225,0.0,0.0,0.0,1.905,0.0,0.014,0.0,0.0,0.0,0.118
